No.,Course,Course Name,Credits,Instructor,Room,Days,Start Time,End Time,Max Enrollment,Total Enrollment
164,GED111LecE1,Music Appreciation And Communication,3,"IP, IP",HUB-112,M,3:00:00 PM,5:59:00 PM,45,4
165,GED111LecE2,Music Appreciation And Communication,3,"IP, IP",HUB-112,T,6:00:00 PM,8:59:00 PM,45,3
166,GED111LecE3,Music Appreciation And Communication,3,"IP, IP",HUB-101,W,12:00:00 PM,2:59:00 PM,45,4
167,GED125LecE1,Ecosystems And Human Health,3,"IP, IP",HUB-107,W,9:00:00 AM,11:59:00 AM,50,9
168,GED132LecE1,Science And Technology In Society,3,"IP, IP",HUB-101,T,12:00:00 PM,2:59:00 PM,50,34
169,GED132LecE2,Science And Technology In Society,3,"IP, IP",HUB-107,M,3:00:00 PM,5:59:00 PM,50,22
170,GED190LecA1,Emirati Studies,3,"IP, IP",HUB-107,W,3:00:00 PM,5:59:00 PM,50,7
171,GED190LecE1,Emirati Studies,3,"IP, IP",HUB-107,M,12:00:00 PM,2:59:00 PM,50,31
172,GED190LecE2,Emirati Studies,3,"IP, IP",HUB-107,T,6:00:00 PM,8:59:00 PM,50,4
173,GED190LecE3,Emirati Studies,3,"IP, IP",HUB-101,R,3:00:00 PM,5:59:00 PM,50,17
174,GED190LecE4,Emirati Studies,3,"IP, IP",HUB-107,W,6:00:00 PM,8:59:00 PM,50,3
175,GED191LecA1,Islamic Studies,3,"IP, IP",HUB-107,R,6:00:00 PM,8:59:00 PM,50,13
176,GED191LecE2,Islamic Studies,3,"IP, IP",HUB-107,W,12:00:00 PM,2:59:00 PM,50,33
177,GED191LecE3,Islamic Studies,3,"IP, IP",HUB-107,T,3:00:00 PM,5:59:00 PM,50,13
178,GED191LecE4,Islamic Studies,3,"IP, IP",HUB-101,W,3:00:00 PM,5:59:00 PM,50,21
179,GED196LecA1,Communication Skills In Arabic 1,3,"IP, IP",HUB-112,W,12:00:00 PM,2:59:00 PM,32,14
180,GED196LecA2,Communication Skills In Arabic 1,3,"IP, IP",HUB-111,T,6:00:00 PM,8:59:00 PM,40,4
181,GED196LecE1,Communication Skills In Arabic 1,3,"IP, IP",HUB-111,M,12:00:00 PM,2:59:00 PM,40,16
182,GED205LecE1,Psychology In Everyday Life,3,"IP, IP",HUB-107,T,12:00:00 PM,2:59:00 PM,50,15
183,GED252LecE1,Critical Thinking,3,"IP, IP",HUB-101,R,6:00:00 PM,8:59:00 PM,50,8
184,GED324Lec01,Ethical Reasoning For Today's World,3,"IP, IP",HUB-101,W,6:00:00 PM,8:59:00 PM,55,12
185,HA301Lec1,Health Information Systems,3,"IP, IP",MGT-107,T,9:00:00 AM,11:59:00 AM,30,3
186,HA330Lec1,Medical Coding,3,"IP, IP",MGT-205,W,6:00:00 PM,8:59:00 PM,32,4
187,HOM101Lec1,Fundamentals Of Healthcare Management,3,"Al Madhi, Sawsan",MGT-106,W,6:00:00 PM,8:59:00 PM,30,10
188,HRM210Lec1,Human Resource Management,3,"IP, IP",MGT-207,T,12:00:00 PM,2:59:00 PM,32,31
189,HRM210Lec2,Human Resource Management,3,"IP, IP",MGT-206,R,6:00:00 PM,8:59:00 PM,32,9
190,HRM210Lec3,Human Resource Management,3,"IP, IP",MGT-105,T,3:00:00 PM,5:59:00 PM,32,16
191,HRM210Lec4,Human Resource Management,3,"IP, IP",MGT-203,M,9:00:00 AM,11:59:00 AM,38,32
192,HRM303Lec1,Staffing,3,"IP, IP",MGT-107,T,3:00:00 PM,5:59:00 PM,30,7
193,HRM321Lec1,UAE Labor Law And Relations,3,"IP, IP",HUB-113,T,6:00:00 PM,8:59:00 PM,24,4
194,HRM440Lec1,International Human Resource Management,3,"IP, IP",MGT-101,W,3:00:00 PM,5:59:00 PM,32,16
195,HRM440Lec2,International Human Resource Management,3,"IP, IP",MGT-208,M,6:00:00 PM,8:59:00 PM,33,3
196,HRM470Lec1,Strategic Human Resource Management,3,"IP, IP",MGT-101,R,6:00:00 PM,8:59:00 PM,30,2
197,IDF100Lec1,Elements And Principles Of Design,3,"IP, IP",MGT-206,W,3:00:00 PM,5:59:00 PM,30,10
198,IDF250Lec1,Contemporary Art And Design,3,"IP, IP",HUB-113,M,12:00:00 PM,2:59:00 PM,21,13
199,INB300Lec1,International Economics,3,"IP, IP",MGT-209,M,3:00:00 PM,5:59:00 PM,40,27
200,INB330Lec1,International Finance,3,"IP, IP",MGT-101,T,3:00:00 PM,5:59:00 PM,32,32
201,INB360Lec1,International Business,3,"IP, IP",MGT-209,M,12:00:00 PM,2:59:00 PM,45,23
202,INB360Lec2,International Business,3,"IP, IP",MGT-201,T,12:00:00 PM,2:59:00 PM,45,12
203,INB450Lec1,International Accounting,3,"IP, IP",MGT-206,T,6:00:00 PM,8:59:00 PM,32,15
204,INB450Lec2,International Accounting,3,"IP, IP",MGT-105,W,12:00:00 PM,2:59:00 PM,32,30
205,INB490Lec1,Global Strategy,3,"IP, IP",MGT-207,R,3:00:00 PM,5:59:00 PM,35,11
206,IND201Std1,Studio 3 - Interior Design And Materiality,6,"IP, IP",HUB-125,M,9:00:00 AM,10:29:00 AM,20,1
,,,,"IP, IP",HUB-125,M,10:30:00 AM,1:29:00 PM,20,1
,,,,"IP, IP",HUB-125,T,12:00:00 PM,1:29:00 PM,20,1
,,,,"IP, IP",HUB-125,T,1:30:00 PM,4:29:00 PM,20,1
207,IND211Lec1,Materiality And Interior Construction,3,"IP, IP",HUB-125,M,3:00:00 PM,4:59:00 PM,20,0
,,,,"IP, IP",HUB-125,M,5:00:00 PM,6:59:00 PM,20,0
208,IND301Std1,Studio 5 - Institutional/ Corporate Design,6,"IP, IP",HUB-123,W,9:00:00 AM,10:29:00 AM,20,0
,,,,"IP, IP",HUB-123,W,10:30:00 AM,1:29:00 PM,20,0
,,,,"IP, IP",HUB-123,R,3:00:00 PM,4:29:00 PM,20,0
,,,,"IP, IP",HUB-123,R,4:30:00 PM,7:29:00 PM,20,0
209,IND341Lec1,Furniture Design And Detailing,3,"IP, IP",HUB-121,T,9:00:00 AM,10:59:00 AM,20,0
,,,,"IP, IP",HUB-121,T,11:00:00 AM,12:59:00 PM,20,0
210,IND343Lec1,Interior Finishes & Materials,3,"IP, IP",MGT-205,M,3:00:00 PM,5:59:00 PM,21,2
211,IND401Prj1,Studio 7 - Senior Project Dissertation,6,"IP, IP",HUB-124,W,9:00:00 AM,10:29:00 AM,20,0
,,,,"IP, IP",HUB-124,W,10:30:00 AM,1:29:00 PM,20,0
,,,,"IP, IP",HUB-124,R,3:00:00 PM,4:29:00 PM,20,0
,,,,"IP, IP",HUB-124,R,4:30:00 PM,7:29:00 PM,20,0
212,LNG171-1Lec1,English 1,3,"IP, IP",MGT-102,TW,1:30:00 PM,2:59:00 PM,30,31
213,LNG171-2Lec01,English 1,3,"IP, IP",MGT-211,MW,4:30:00 PM,5:59:00 PM,30,10
214,LNG171-2Lec02,English 1,3,"IP, IP",MGT-211,TR,9:00:00 AM,10:29:00 AM,30,30
215,LNG171-2Lec03,English 1,3,"IP, IP",MGT-211,T,1:30:00 PM,2:59:00 PM,30,30
,,,,"IP, IP",MGT-102,W,12:00:00 PM,1:29:00 PM,30,30
216,LNG171-2Lec04,English 1,3,"IP, IP",MGT-211,MW,7:30:00 PM,8:59:00 PM,30,1
217,LNG171-2Lec05,English 1,3,"IP, IP",MGT-210,MW,10:30:00 AM,11:59:00 AM,30,11
218,LNG171-2Lec06,English 1,3,"IP, IP",MGT-211,TW,12:00:00 PM,1:29:00 PM,30,10
219,LNG171-2Lec07,English 1,3,"IP, IP",MGT-211,TR,6:00:00 PM,7:29:00 PM,30,1
220,LNG171-2Lec08,English 1,3,"IP, IP",MGT-210,MW,9:00:00 AM,10:29:00 AM,30,11
221,LNG171-2Lec09,English 1,3,"IP, IP",MGT-210,M,1:30:00 PM,2:59:00 PM,30,6
,,,,"IP, IP",MGT-103,R,4:30:00 PM,5:59:00 PM,30,6
222,LNG171-3Lec1,English 1,3,"IP, IP",MGT-211,M,12:00:00 PM,1:29:00 PM,30,1
,,,,"IP, IP",MGT-210,T,12:00:00 PM,1:29:00 PM,30,1
223,LNG171-3Lec2,English 1,3,"IP, IP",MGT-211,MW,9:00:00 AM,10:29:00 AM,30,17
224,LNG171-3Lec3,English 1,3,"IP, IP",MGT-211,TR,3:00:00 PM,4:29:00 PM,30,9
225,LNG171-3Lec4,English 1,3,"IP, IP",MGT-211,MW,6:00:00 PM,7:29:00 PM,30,0
226,LNG171-3Lec5,English 1,3,"IP, IP",MGT-211,TR,4:30:00 PM,5:59:00 PM,30,1
227,LNG171-4Lec1,English 1,3,"IP, IP",MGT-210,TR,10:30:00 AM,11:59:00 AM,30,10
228,LNG171-5Lec1,English 1,3,"IP, IP",MGT-210,TR,9:00:00 AM,10:29:00 AM,30,15
229,LNG171-5Lec2,English 1,3,"IP, IP",MGT-102,M,3:00:00 PM,4:29:00 PM,30,7
,,,,"IP, IP",MGT-103,W,3:00:00 PM,4:29:00 PM,30,7
230,LNG172-2Lec1,English 2,3,"IP, IP",MGT-206,M,12:00:00 PM,1:29:00 PM,30,5
,,,,"IP, IP",MGT-102,T,4:30:00 PM,5:59:00 PM,30,5
231,LNG172-2Lec2,English 2,3,"IP, IP",MGT-102,MW,4:30:00 PM,5:59:00 PM,30,8
232,LNG181LecENG-1,English I For Engineering & Computing,3,"IP, IP",MGT-211,MW,3:00:00 PM,4:29:00 PM,30,11
233,LNG181LecENG-2,English I For Engineering & Computing,3,"IP, IP",MGT-211,MW,1:30:00 PM,2:59:00 PM,30,10
234,LNG181LecENG-3,English I For Engineering & Computing,3,"IP, IP",MGT-211,MW,10:30:00 AM,11:59:00 AM,30,12
235,LNG181LecENG-4,English I For Engineering & Computing,3,"IP, IP",MGT-211,TR,7:30:00 PM,8:59:00 PM,30,3
236,LNG181LecENG-5,English I For Engineering & Computing,3,"IP, IP",MGT-211,TR,10:30:00 AM,11:59:00 AM,30,2
237,MAI600Lec1,Mathematics And Statistics For AI,3,"IP, IP",MGT-105,F,3:00:00 PM,5:59:00 PM,30,0
238,MAI601Lec1,Data Mining,3,"IP, IP",MGT-105,S,9:00:00 AM,11:59:00 AM,30,0
239,MAI602Lec1,Machine Learning,3,"IP, IP",MGT-105,F,6:00:00 PM,8:59:00 PM,30,0
240,MBA511LecWE-01,Foundations Of Quantitative Analysis,3,"IP, IP",MGT-205,SU,10:00:00 AM,1:14:00 PM,30,1
241,MBA512LecWD-01,Accounting And Finance Foundations,3,"IP, IP",MGT-210,MT,6:00:00 PM,9:14:00 PM,24,0
242,MBA640LecM2WD-02,Accounting For Decision Making,3,"IP, IP",MGT-102,MT,6:00:00 PM,9:14:00 PM,30,1
243,MBA641LecM2WD-02,Managerial Accounting,3,"IP, IP",MGT-102,MT,6:00:00 PM,9:14:00 PM,30,0
244,MBA642LecWD-01,Managerial Finance,3,"IP, IP",MGT-203,MT,6:00:00 PM,9:14:00 PM,30,3
245,MBA643LecWE-01,Business Research Methods,3,"IP, IP",MGT-107,SU,2:00:00 PM,5:14:00 PM,30,1
246,MBA645LecM2WE-02,Marketing Management,3,"IP, IP",MGT-107,SU,10:00:00 AM,1:14:00 PM,30,0
247,MBA648LecM2WD-02,Business Strategy,3,"IP, IP",MGT-207,WR,6:00:00 PM,9:14:00 PM,30,0
248,MBA649LecWD-01,Business Ethics And Sustainability,3,"IP, IP",MGT-210,WR,6:00:00 PM,9:14:00 PM,30,2
249,MBA651LecWD-01,Organizational Behaviour,3,"IP, IP",MGT-102,MT,6:00:00 PM,9:14:00 PM,30,0
250,MBA653LecWD-01,Organizational Development And Change,3,"IP, IP",MGT-105,WR,6:00:00 PM,9:14:00 PM,30,0
251,MBA655LecM2WE-02,Leadership And Motivation,3,"IP, IP",MGT-210,SU,2:00:00 PM,5:14:00 PM,30,0
252,MBA657LecWE-01,Business Ethics And Corporate Social Responsibility,3,"IP, IP",MGT-210,WR,6:00:00 PM,9:14:00 PM,30,2
253,MBA661LecWD-01,Human Resource Management,3,"IP, IP",MGT-207,MT,6:00:00 PM,9:14:00 PM,30,0
254,MBA676LecWD-01,Organizational Development And Sustainable Change,3,"IP, IP",MGT-105,WR,6:00:00 PM,9:14:00 PM,30,0
255,MBA677LecM2WE-02,Strategic Leadership,3,"IP, IP",MGT-210,SU,2:00:00 PM,5:14:00 PM,30,0
256,MBA679LecWD-01,Talent Management And Motivation,3,"IP, IP",MGT-207,MT,6:00:00 PM,9:14:00 PM,30,0
257,MBA681LecM2WD-02,Corporate Finance,3,"IP, IP",MGT-102,WR,6:00:00 PM,9:14:00 PM,30,1
258,MBA685LecWE-01,Financial Statement Analysis,3,"IP, IP",MGT-210,SU,2:00:00 PM,5:14:00 PM,30,1
259,MBA688LecWE-01,Financial Statement Analysis And Sustainability,3,"IP, IP",MGT-210,SU,2:00:00 PM,5:14:00 PM,30,1
260,MBA692LecWE-01,International Marketing,3,"IP, IP",MGT-107,SU,10:00:00 AM,1:14:00 PM,30,0
261,MBA693LecM2WD-02,Business Marketing,3,"IP, IP",MGT-107,SU,2:00:00 PM,5:14:00 PM,30,0
262,MBA697LecWE-01,Global Digital Marketing,3,"IP, IP",MGT-107,SU,10:00:00 AM,1:14:00 PM,30,0
263,MCM101Lec1,Introduction To Mass Communication & Media Studies,3,"IP, IP",HUB-112,M,12:00:00 PM,2:59:00 PM,50,17
264,MCM101Lec2,Introduction To Mass Communication & Media Studies,3,"IP, IP",HUB-111,R,6:00:00 PM,8:59:00 PM,50,6
265,MCM130Lec1,Media Ethics And Laws,3,"IP, IP",MGT-209,T,6:00:00 PM,8:59:00 PM,32,2
266,MCM130Lec2,Media Ethics And Laws,3,"IP, IP",HUB-111,W,9:00:00 AM,11:59:00 AM,40,24
267,MCM130Lec3,Media Ethics And Laws,3,"IP, IP",HUB-111,M,3:00:00 PM,5:59:00 PM,40,17
268,MCM140Lec1,Communication Research Methods,3,"IP, IP",HUB-112,R,6:00:00 PM,8:59:00 PM,45,13
269,MCM140Lec2,Communication Research Methods,3,"IP, IP",HUB-111,W,3:00:00 PM,5:59:00 PM,45,16
270,MCM201Lec1,Writing For Mass Media,3,"IP, IP",HUB-112,T,12:00:00 PM,2:59:00 PM,40,33
271,MCM201Lec2,Writing For Mass Media,3,"IP, IP",HUB-111,R,3:00:00 PM,5:59:00 PM,40,6
272,MCM210Lec1,Media Sociology,3,"IP, IP",HUB-107,M,9:00:00 AM,11:59:00 AM,45,19
273,MCM210Lec2,Media Sociology,3,"IP, IP",HUB-111,T,3:00:00 PM,5:59:00 PM,45,15
274,MCM300Lec1,Sustainability Branding,3,"IP, IP",MGT-203,W,9:00:00 AM,11:59:00 AM,30,28
275,MCM335Lec1,Digital & Online Marketing,3,"IP, IP",HUB-112,R,3:00:00 PM,5:59:00 PM,46,29
276,MCM411Lec1,Multi-Platform Storytelling,3,"IP, IP",MGT-201,R,6:00:00 PM,8:59:00 PM,40,24
277,MCM420Lec1,Modern World History,3,"IP, IP",HUB-111,T,9:00:00 AM,11:59:00 AM,50,10
278,MCM420Lec2,Modern World History,3,"IP, IP",MGT-101,M,12:00:00 PM,2:59:00 PM,50,30
279,MEC305Lec1,Mechanical Vibrations,3,"IP, IP",MGT-206,M,5:00:00 PM,6:59:00 PM,16,4
,,,,"IP, IP",HUB-104 Mechatronics Lab,W,11:00:00 AM,12:59:00 PM,16,4
280,MEC309Lec2,Electro-Pneumatic & Hydraulic Control Circuits,3,"IP, IP",MGT-103,M,11:00:00 AM,12:59:00 PM,24,0
,,,,"IP, IP",HUB-104 Mechatronics Lab,R,10:00:00 AM,11:59:00 AM,24,0
281,MEC411Lec1,Intelligent Systems,3,"IP, IP",HUB-113,W,3:00:00 PM,5:59:00 PM,32,8
282,MEC412Lec1,Sensors And Actuators,3,"IP, IP",HUB-104 Mechatronics Lab,M,1:00:00 PM,2:59:00 PM,18,4
,,,,"IP, IP",MGT-106,T,7:00:00 PM,8:59:00 PM,18,4
283,MEC412Lec2,Sensors And Actuators,3,"IP, IP",MGT-106,T,7:00:00 PM,8:59:00 PM,18,6
,,,,"IP, IP",HUB-104 Mechatronics Lab,W,1:00:00 PM,2:59:00 PM,18,6
284,MEC413Lec1,Industrial Automation,3,"IP, IP",MGT-107,W,6:00:00 PM,8:59:00 PM,32,10
285,MGT202LecBUS-1,Principles Of Management,3,"IP, IP",MGT-201,M,3:00:00 PM,5:59:00 PM,45,37
286,MGT202LecBUS-2,Principles Of Management,3,"IP, IP",MGT-202,R,9:00:00 AM,11:59:00 AM,45,34
287,MGT202LecBUS-3,Principles Of Management,3,"IP, IP",MGT-209,R,3:00:00 PM,5:59:00 PM,45,30
288,MGT202LecBUS-4,Principles Of Management,3,"IP, IP",MGT-209,R,6:00:00 PM,8:59:00 PM,45,1
289,MGT202LecBUS-5,Principles Of Management,3,"IP, IP",MGT-202,W,3:00:00 PM,5:59:00 PM,50,3
290,MGT202LecBUS-6,Principles Of Management,3,"IP, IP",MGT-202,T,6:00:00 PM,8:59:00 PM,50,2
291,MGT210Lec1,Business Report Writing,3,"IP, IP",HUB-112,W,9:00:00 AM,11:59:00 AM,45,10
292,MGT210Lec2,Business Report Writing,3,"IP, IP",HUB-111,T,12:00:00 PM,2:59:00 PM,45,20
293,MGT220Lec1,Organizational Behavior,3,"IP, IP",MGT-202,W,6:00:00 PM,8:59:00 PM,45,12
294,MGT220Lec2,Organizational Behavior,3,"IP, IP",MGT-210,T,3:00:00 PM,5:59:00 PM,40,22
295,MGT231Lec1,Legal Environment Of Business,3,"IP, IP",MGT-202,M,9:00:00 AM,11:59:00 AM,45,13
296,MGT231Lec2,Legal Environment Of Business,3,"IP, IP",MGT-201,R,3:00:00 PM,5:59:00 PM,45,17
297,MGT301Lec101,Introduction To Business Analytics,3,"IP, IP",General Computer Lab,T,5:00:00 PM,6:59:00 PM,24,2
,,,,"IP, IP",MGT-209,W,5:00:00 PM,6:59:00 PM,24,2
298,MGT301Lec102,Introduction To Business Analytics,3,"IP, IP",e-Business Computer Lab,T,3:00:00 PM,4:59:00 PM,24,3
,,,,"IP, IP",MGT-209,W,5:00:00 PM,6:59:00 PM,24,3
299,MGT301Lec201,Introduction To Business Analytics,3,"IP, IP",General Computer Lab,W,3:00:00 PM,4:59:00 PM,24,3
,,,,"IP, IP",HUB-111,R,10:00:00 AM,11:59:00 AM,24,3
300,MGT301Lec202,Introduction To Business Analytics,3,"IP, IP",General Computer Lab,T,1:00:00 PM,2:59:00 PM,24,13
,,,,"IP, IP",HUB-111,R,10:00:00 AM,11:59:00 AM,24,13
301,MGT302Lec1,Business Research Methodologies,3,"IP, IP",MGT-210,M,3:00:00 PM,5:59:00 PM,30,16
302,MGT302Lec2,Business Research Methodologies,3,"IP, IP",MGT-206,W,9:00:00 AM,11:59:00 AM,40,28
303,MGT361Lec1,Operations Management,3,"IP, IP",MGT-207,W,12:00:00 PM,2:59:00 PM,35,25
304,MGT361Lec2,Operations Management,3,"IP, IP",MGT-207,M,3:00:00 PM,5:59:00 PM,35,12
305,MGT404Lec1,Business Ethics & Social Responsibility,3,"IP, IP",MGT-202,M,6:00:00 PM,8:59:00 PM,40,40
306,MGT430Lec1,Change Management,3,"IP, IP",MGT-201,W,6:00:00 PM,8:59:00 PM,40,2
307,MGT470Lec1,Strategic Management,3,"IP, IP",MGT-203,W,6:00:00 PM,8:59:00 PM,35,20
308,MIT602LecWD-01,Information Technology Services And Operations,3,"IP, IP",MGT-102,WR,6:00:00 PM,9:14:00 PM,24,0
309,MIT623LecWE-02,Business Intelligence,3,"IP, IP",MGT-210,MT,6:00:00 PM,8:14:00 PM,30,0
310,MKT201Lec1,Principles Of Marketing,3,"IP, IP",HUB-101,T,3:00:00 PM,5:59:00 PM,40,25
311,MKT201Lec2,Principles Of Marketing,3,"IP, IP",MGT-201,M,9:00:00 AM,11:59:00 AM,40,18
312,MKT201Lec3,Principles Of Marketing,3,"IP, IP",MGT-101,W,12:00:00 PM,2:59:00 PM,35,9
313,MKT208Lec1,Consumer Behaviour,3,"IP, IP",MGT-205,W,12:00:00 PM,2:59:00 PM,21,9
314,MKT301Lec1,Digital Marketing,3,"IP, IP",MGT-205,T,12:00:00 PM,2:59:00 PM,24,8
315,MKT364Lec1,Services Marketing,3,"IP, IP",MGT-103,M,6:00:00 PM,8:59:00 PM,24,4
316,MKT371Lec1,Brand Marketing,3,"IP, IP",MGT-105,W,9:00:00 AM,11:59:00 AM,30,7
317,MKT430Lec1,Marketing Research,3,"IP, IP",MGT-210,R,3:00:00 PM,5:59:00 PM,35,11
318,MKT465Lec1,International Marketing,3,"IP, IP",MGT-203,M,3:00:00 PM,5:59:00 PM,40,11
319,MKT465Lec2,International Marketing,3,"IP, IP",MGT-105,M,12:00:00 PM,2:59:00 PM,45,43
320,MTH012Lec1,Pre-Calculus,0,"IP, IP",MGT-101,R,3:00:00 PM,5:59:00 PM,40,10
321,MTH112Lec1,Calculus 1,3,"IP, IP",HUB-114,M,9:00:00 AM,9:59:00 AM,32,12
,,,,"IP, IP",HUB-114,MW,12:00:00 PM,1:29:00 PM,32,12
322,MTH112Lec2,Calculus 1,3,"IP, IP",HUB-114,MW,1:30:00 PM,2:59:00 PM,32,9
,,,,"IP, IP",MGT-204,M,5:00:00 PM,5:59:00 PM,32,9
323,MTH112Lec3,Calculus 1,3,"IP, IP",HUB-114,TR,4:30:00 PM,5:59:00 PM,32,4
,,,,"IP, IP",HUB-114,R,9:00:00 AM,9:59:00 AM,32,4
324,MTH112Lec4,Calculus 1,3,"IP, IP",HUB-114,TR,3:00:00 PM,4:29:00 PM,32,7
,,,,"IP, IP",MGT-208,R,5:00:00 PM,5:59:00 PM,32,7
325,MTH112LecAR/ID,Calculus 1,3,"IP, IP",MGT-107,W,3:00:00 PM,4:29:00 PM,32,17
,,,,"IP, IP",MGT-107,R,9:00:00 AM,10:29:00 AM,32,17
,,,,"IP, IP",MGT-107,R,11:00:00 AM,11:59:00 AM,32,17
326,MTH114Lec1,Linear Algebra,3,"IP, IP",MGT-208,TW,3:00:00 PM,4:29:00 PM,40,25
327,MTH114Lec2,Linear Algebra,3,"IP, IP",MGT-208,MR,9:00:00 AM,10:29:00 AM,40,7
328,MTH114Lec3,Linear Algebra,3,"IP, IP",MGT-208,TW,4:30:00 PM,5:59:00 PM,40,0
329,MTH130Lec1,Probability And Statistics,3,"IP, IP",MGT-210,MW,12:00:00 PM,1:29:00 PM,40,10
330,MTH130Lec2,Probability And Statistics,3,"IP, IP",MGT-203,MW,1:30:00 PM,2:59:00 PM,40,28
331,MTH130Lec3,Probability And Statistics,3,"IP, IP",MGT-208,MR,10:30:00 AM,11:59:00 AM,40,0
332,MTH130Lec4,Probability And Statistics,3,"IP, IP",MGT-103,W,4:30:00 PM,5:59:00 PM,40,1
,,,,"IP, IP",MGT-103,R,3:00:00 PM,4:29:00 PM,40,1
333,MTH195Lec101,Applied Statistics,3,"IP, IP",HUB-112,M,9:00:00 AM,10:59:00 AM,24,8
,,,,"IP, IP",e-Business Computer Lab,R,9:00:00 AM,10:59:00 AM,24,8
334,MTH195Lec102,Applied Statistics,3,"IP, IP",HUB-112,M,9:00:00 AM,10:59:00 AM,24,2
,,,,"IP, IP",e-Business Computer Lab,W,11:00:00 AM,12:59:00 PM,24,2
335,MTH195Lec201,Applied Statistics,3,"IP, IP",MGT-202,T,3:00:00 PM,4:59:00 PM,24,7
,,,,"IP, IP",e-Business Computer Lab,W,5:00:00 PM,6:59:00 PM,24,7
336,MTH195Lec202,Applied Statistics,3,"IP, IP",MGT-202,T,3:00:00 PM,4:59:00 PM,24,1
,,,,"IP, IP",e-Business Computer Lab,R,7:00:00 PM,8:59:00 PM,24,1
337,MTH196Lec1,Mathematics For Business,3,"IP, IP",MGT-202,T,12:00:00 PM,2:59:00 PM,45,29
338,MTH196Lec2,Mathematics For Business,3,"IP, IP",MGT-202,W,9:00:00 AM,11:59:00 AM,45,35
339,MTH196Lec3,Mathematics For Business,3,"IP, IP",HUB-101,M,12:00:00 PM,2:59:00 PM,46,45
340,MTH196Lec4,Mathematics For Business,3,"IP, IP",MGT-202,R,6:00:00 PM,8:59:00 PM,45,5
341,MTH203Lec1,Discrete Mathematics For Computing Science,3,"IP, IP",MGT-208,M,12:00:00 PM,1:29:00 PM,40,20
,,,,"IP, IP",MGT-204,W,12:00:00 PM,1:29:00 PM,40,20
342,MTH203Lec2,Discrete Mathematics For Computing Science,3,"IP, IP",MGT-204,MW,1:30:00 PM,2:59:00 PM,40,9
343,MTH203Lec3,Discrete Mathematics For Computing Science,3,"IP, IP",MGT-204,T,3:00:00 PM,4:29:00 PM,40,0
,,,,"IP, IP",MGT-101,W,10:30:00 AM,11:59:00 AM,40,0
344,MTH212Lec1,Calculus 3,3,"Kamalov, Firuz",MGT-106,M,12:00:00 PM,1:29:00 PM,40,6
,,,,"Kamalov, Firuz",MGT-206,T,12:00:00 PM,1:29:00 PM,40,6
345,NET100Lec1,Fundamental Of Digital Systems,3,"IP, IP",HUB-115 Networking Lab,M,5:00:00 PM,6:59:00 PM,20,2
,,,,"IP, IP",MGT-106,W,9:00:00 AM,10:59:00 AM,20,2
346,NET120Lec1,LAN Switching And Routing,3,"IP, IP",HUB-115 Networking Lab,T,5:00:00 PM,6:59:00 PM,24,6
,,,,"IP, IP",MGT-106,W,4:00:00 PM,5:59:00 PM,24,6
347,NET121LecCN1,Network Operating Systems,3,"IP, IP",MGT-102,T,11:00:00 AM,12:59:00 PM,24,6
,,,,"IP, IP",HUB-115 Networking Lab,W,11:00:00 AM,12:59:00 PM,24,6
348,NET213Lec1,Microprocessors And Microcontrollers,3,"IP, IP",MGT-106,T,3:00:00 PM,4:59:00 PM,18,1
,,,,"IP, IP",HUB-118 Robotic Lab,W,11:00:00 AM,12:59:00 PM,18,1
349,NET213Lec2,Microprocessors And Microcontrollers,3,"Sadek, Zeyad Remah",HUB-118 Robotic Lab,M,7:00:00 PM,8:59:00 PM,18,0
,,,,"IP, IP",MGT-106,T,3:00:00 PM,4:59:00 PM,18,0
350,NET220LecC1,Network Security And Administration,3,"Seyam, Ahmed",HUB-118 Robotic Lab,T,7:00:00 PM,8:59:00 PM,20,15
,,,,"IP, IP",MGT-204,W,3:00:00 PM,4:59:00 PM,20,15
351,NET220LecC2,Network Security And Administration,3,"IP, IP",HUB-114,T,9:00:00 AM,10:59:00 AM,20,3
,,,,"Seyam, Ahmed",HUB-117 Software Lab,W,1:00:00 PM,2:59:00 PM,20,3
352,NET221Lec1,Communication Technology,3,"IP, IP",MGT-106,M,6:00:00 PM,8:59:00 PM,24,6
353,NET410Lec1,Enterprise Network Design,3,"IP, IP",MGT-206,M,7:00:00 PM,8:59:00 PM,24,5
,,,,"IP, IP",HUB-115 Networking Lab,T,1:00:00 PM,2:59:00 PM,24,5
354,NET440Prj1,CNET Project 1,2,Staff,,N\A,12:00:00 AM,12:00:00 AM,10,0
355,PRA200Lec1,Writing For Public Relations,3,"IP, IP",MGT-105,R,9:00:00 AM,11:59:00 AM,32,4
356,PRA220Lec1,Research Methods For PR,3,"IP, IP",MGT-105,M,6:00:00 PM,8:59:00 PM,32,4
357,PRA411Lec1,Brand Value And Reputation Management,3,"IP, IP",MGT-205,T,3:00:00 PM,5:59:00 PM,35,32
358,PRA412Lec1,Management In PR Agencies,3,"IP, IP",HUB-113,R,3:00:00 PM,5:59:00 PM,21,8
359,PSY101LecE1,Psychology I,3,"IP, IP",HUB-101,W,9:00:00 AM,11:59:00 AM,50,21
360,PSY200LecE1,Research Methods,3,"IP, IP",HUB-112,M,6:00:00 PM,8:59:00 PM,32,14
361,PSY210Lec1,Introduction To Cognitive Psychology,3,"IP, IP",HUB-114,T,12:00:00 PM,2:59:00 PM,32,11
